id,director,actor1,actor2,actor3,genres,keywords,title,comb
675327,roseanneliang,chloëgracemoretz,nickrobinson,beulahkoale,Horror Action War,world war ii woman director,shadow in the cloud,Horror Action War world war ii woman director chloëgracemoretz nickrobinson beulahkoale roseanneliang
628534,raminbahrani,adarshgourav,rajkummarrao,priyankachoprajonas,Drama,based on novel or book rags to rich class differ,the white tiger,Drama based on novel or book rags to rich class differ adarshgourav rajkummarrao priyankachoprajonas raminbahrani
741228,dougliman,annehathaway,chiwetelejiofor,stephenmerchant,Comedy Crime Drama,"london, england lockdown pandem covid-19",locked down,"Comedy Crime Drama london, england lockdown pandem covid-19 annehathaway chiwetelejiofor stephenmerchant dougliman"
532865,simonstone,careymulligan,ralphfiennes,lilyjames,Drama History,based on novel or book based on true stori class differ 1930s,the dig,Drama History based on novel or book based on true stori class differ 1930s careymulligan ralphfiennes lilyjames simonstone
775996,mikaelhåfström,anthonymackie,damsonidris,enzocilenti,Thriller Action Science Fiction,android killer robot near futur,outside the wire,Thriller Action Science Fiction android killer robot near futur anthonymackie damsonidris enzocilenti mikaelhåfström
634528,robertlorenz,liamneeson,katherynwinnick,teresaruiz,Action Thriller,mexico assassin war veteran usa–mexico bord murder farmer road movi,the marksman,Action Thriller mexico assassin war veteran usa–mexico bord murder farmer road movi liamneeson katherynwinnick teresaruiz robertlorenz
776884,bennettlasseter,keeanjohnson,madelinebrewer,olivercooper,Drama Music,,the ultimate playlist of noise,Drama Music  keeanjohnson madelinebrewer olivercooper bennettlasseter
621476,nateparker,omarihardwick,theorossi,beauknapp,Crime Drama,,american skin,Crime Drama  omarihardwick theorossi beauknapp nateparker
572400,alexmcaulay,jackdylangrazer,fionnwhitehead,rainnwilson,Crime,murder coming of ag theft trap brother brother relationship,don't tell a soul,Crime murder coming of ag theft trap brother brother relationship jackdylangrazer fionnwhitehead rainnwilson alexmcaulay
583903,gabrielacowperthwaite,dakotajohnson,caseyaffleck,jasonsegel,Drama Romance,friendship based on true stori,our friend,Drama Romance friendship based on true stori dakotajohnson caseyaffleck jasonsegel gabrielacowperthwaite
8342,danistanović,brankođurić,renebitorajac,filipšovagović,Drama Action History,anti war land min,no man's land,Drama Action History anti war land min brankođurić renebitorajac filipšovagović danistanović
766931,alexranarivelo,seanpatrickflanery,dennisquaid,katrinabowden,Action Drama,fight sport mixed martial art,born a champion,Action Drama fight sport mixed martial art seanpatrickflanery dennisquaid katrinabowden alexranarivelo
9902,robschmidt,elizadushku,emmanuellechriqui,lindybooth,Horror Thriller,loss of loved on forest horror slasher survival horror,wrong turn,Horror Thriller loss of loved on forest horror slasher survival horror elizadushku emmanuellechriqui lindybooth robschmidt
618416,glendynivin,naomiwatts,andrewlincoln,griffinmurray-johnston,Drama,,penguin bloom,Drama  naomiwatts andrewlincoln griffinmurray-johnston glendynivin
602269,johnleehancock,denzelwashington,ramimalek,jaredleto,Crime Drama Thriller,"detect serial kil los angeles, california 1990s",the little things,"Crime Drama Thriller detect serial kil los angeles, california 1990s denzelwashington ramimalek jaredleto johnleehancock"
644092,judeweng,keapeahu,alexaiono,lindsaywatson,Action Adventure Comedy Family,hawaii,finding ʻohana,Action Adventure Comedy Family hawaii keapeahu alexaiono lindsaywatson judeweng
581734,chloézhao,francesmcdormand,davidstrathairn,lindamay,Drama,based on novel or book road movi,nomadland,Drama based on novel or book road movi francesmcdormand davidstrathairn lindamay chloézhao
722913,samlevinson,johndavidwashington,zendaya,,Drama Romance,love black and whit drug filmmak one loc two-hand,malcolm & marie,
458220,fisherstevens,justintimberlake,ryderallen,junotemple,Drama,small town young boy ex-con,palmer,Drama small town young boy ex-con justintimberlake ryderallen junotemple fisherstevens
833097,janeendamian,lindsaylohan,chordoverstreet,georgeyoung,Romance Comedy Family,christmas spirit,falling,Romance Comedy Family christmas spirit lindsaylohan chordoverstreet georgeyoung janeendamian
613911,mikecahill,owenwilson,salmahayek,nestacooper,Science Fiction Romance Drama,film in film,bliss,Science Fiction Romance Drama film in film owenwilson salmahayek nestacooper mikecahill
586791,chadhartigan,oliviacooke,jacko'connell,soko,Romance Science Fiction Drama,"photograph seattle, usa married coupl musician nonlinear timelin pandem",little fish,"Romance Science Fiction Drama photograph seattle, usa married coupl musician nonlinear timelin pandem oliviacooke jacko'connell soko chadhartigan"
686548,barryalexanderbrown,lucastill,juliaormond,briandennehy,History Drama,,son of the south,History Drama  lucastill juliaormond briandennehy barryalexanderbrown
670129,benhozie,petervack,juliafox,keithpoulson,Drama,new york c gambl sex work,pvt chat,Drama new york c gambl sex work petervack juliafox keithpoulson benhozie
586101,sia,katehudson,leslieodomjr.,maddieziegler,Music Drama,autism drug deal,music,Music Drama autism drug deal katehudson leslieodomjr. maddieziegler sia
583406,shakaking,lakeithstanfield,danielkaluuya,dominiquefishback,Drama History,"assassin chicago, illinoi based on true stori betray 1960s african american histori",judas and the black messiah,"Drama History assassin chicago, illinoi based on true stori betray 1960s african american histori lakeithstanfield danielkaluuya dominiquefishback shakaking"
644583,kevinmacdonald,taharrahim,jodiefoster,benedictcumberbatch,Drama Thriller,confess based on novel or book prison based on true stori lawyer tortur sleep depriv,the mauritanian,Drama Thriller confess based on novel or book prison based on true stori lawyer tortur sleep depriv taharrahim jodiefoster benedictcumberbatch kevinmacdonald
556867,tatetaylor,allisonjanney,milakunis,reginahall,Comedy Drama Crime,,breaking news in yuba county,Comedy Drama Crime  allisonjanney milakunis reginahall tatetaylor
595813,joshgreenbaum,kristenwiig,anniemumolo,jamiedornan,Comedy,florida vacat friend duringcreditssting,barb and star go to vista del mar,Comedy florida vacat friend duringcreditssting kristenwiig anniemumolo jamiedornan joshgreenbaum
615643,leeisaacchung,stevenyeun,hanyeri,younyuh-jung,Drama,american dream east asian lead farmer family tens 1980s korean american grandmother grandson relationship korean asian american,minari,Drama american dream east asian lead farmer family tens 1980s korean american grandmother grandson relationship korean asian american stevenyeun hanyeri younyuh-jung leeisaacchung
614409,michaelfimognari,lanacondor,noahcentineo,janelparrish,Romance Comedy Drama,based on novel or book asian american,to all the boys: always and forever,Romance Comedy Drama based on novel or book asian american lanacondor noahcentineo janelparrish michaelfimognari
506281,monafastvold,katherinewaterston,caseyaffleck,vanessakirby,Romance Drama Western,,the world to come,Romance Drama Western  katherinewaterston caseyaffleck vanessakirby monafastvold
599960,azazeljacobs,michellepfeiffer,lucashedges,tracyletts,Drama Comedy,based on novel or book cat widow reincarn mother son relationship,french exit,Drama Comedy based on novel or book cat widow reincarn mother son relationship michellepfeiffer lucashedges tracyletts azazeljacobs
1018403,darrellvancitters,carlosalazraqui,kimberlybrooks,joeyd'auria,Family Comedy Animation Adventure,holiday magic cat and mous,land,Family Comedy Animation Adventure holiday magic cat and mous carlosalazraqui kimberlybrooks joeyd'auria darrellvancitters
643586,kevinlewis,nicolascage,emilytosta,bethgrant,Action Horror Comedy,nightmar carniv apocalyps demon,willy's wonderland,Action Horror Comedy nightmar carniv apocalyps demon nicolascage emilytosta bethgrant kevinlewis
672647,iansamuels,kathrynnewton,kyleallen,jermaineharris,Fantasy Romance,time loop based on short stori love stori,the map of tiny perfect things,Fantasy Romance time loop based on short stori love stori kathrynnewton kyleallen jermaineharris iansamuels
599281,castillelandon,madisoniseman,israelbroussard,katherineheigl,Thriller Horror Drama,kidnap neighbor mental il,fear of rain,Thriller Horror Drama kidnap neighbor mental il madisoniseman israelbroussard katherineheigl castillelandon
601666,jblakeson,rosamundpike,peterdinklage,eizagonzález,Comedy Crime Thriller Drama,psychopath horror dark comedi,i care a lot,Comedy Crime Thriller Drama psychopath horror dark comedi rosamundpike peterdinklage eizagonzález jblakeson
621876,lenakhan,matildalawler,alysonhannigan,benschwartz,Family Adventure Comedy Fantasy,based on novel or book,flora & ulysses,Family Adventure Comedy Fantasy based on novel or book matildalawler alysonhannigan benschwartz lenakhan
579051,tillerrussell,jasonclarke,nickrobinson,danieldavidstewart,Crime Thriller,cat and mous,silk road,Crime Thriller cat and mous jasonclarke nickrobinson danieldavidstewart tillerrussell
587807,timstory,chloëgracemoretz,michaelpeña,colinjost,Comedy Family Animation,aftercreditssting live action and anim,tom & jerry,Comedy Family Animation aftercreditssting live action and anim chloëgracemoretz michaelpeña colinjost timstory
566076,leedaniels,andraday,trevanterhodes,garretthedlund,Music Drama History,"new orleans, louisiana biographi 1940s 1950s fbi ag",the united states vs. billie holiday,"Music Drama History new orleans, louisiana biographi 1940s 1950s fbi ag andraday trevanterhodes garretthedlund leedaniels"
544401,anthonyrusso,tomholland,ciarabravo,jackreynor,Drama Crime,based on novel or book war veteran drug addict bank robb,cherry,Drama Crime based on novel or book war veteran drug addict bank robb tomholland ciarabravo jackreynor anthonyrusso
580532,nicholasjarecki,garyoldman,armiehammer,evangelinelilly,Thriller Crime Drama,drug addict,crisis,Thriller Crime Drama drug addict garyoldman armiehammer evangelinelilly nicholasjarecki
654754,r.j.cutler,billieeilish,finneaso'connell,maggiebaird,Documentary Music,musician,billie eilish: the world's a little blurry,Documentary Music musician billieeilish finneaso'connell maggiebaird r.j.cutler
621707,keiththomas,davedavis,lynncohen,menashelustig,Horror Thriller Mystery,new york c,the vigil,Horror Thriller Mystery new york c davedavis lynncohen menashelustig keiththomas
583689,amypoehler,hadleyrobinson,laurentsai,alyciapascual-peña,Comedy Drama Music,based on novel or book woman director,moxie,Comedy Drama Music based on novel or book woman director hadleyrobinson laurentsai alyciapascual-peña amypoehler
484718,craigbrewer,eddiemurphy,arseniohall,morganfreeman,Comedy,princ sequel,coming 2 america,Comedy princ sequel eddiemurphy arseniohall morganfreeman craigbrewer
400160,timhill,tomkenny,billfagerbakke,rodgerbumpass,Family Animation Fantasy Adventure Comedy,based on tv seri,the spongebob movie: sponge on the run,Family Animation Fantasy Adventure Comedy based on tv seri tomkenny billfagerbakke rodgerbumpass timhill
527774,donhall,kellymarietran,awkwafina,izaacwang,Animation Family Fantasy Action Adventure,dragon,raya and the last dragon,Animation Family Fantasy Action Adventure dragon kellymarietran awkwafina izaacwang donhall
412656,dougliman,daisyridley,tomholland,madsmikkelsen,Science Fiction,based on novel or book post-apocalyptic futur dystopia,chaos walking,Science Fiction based on novel or book post-apocalyptic futur dystopia daisyridley tomholland madsmikkelsen dougliman
513310,joecarnahan,frankgrillo,melgibson,naomiwatts,Action Science Fiction Thriller,time loop,boss level,Action Science Fiction Thriller time loop frankgrillo melgibson naomiwatts joecarnahan
4995,paulthomasanderson,markwahlberg,juliannemoore,burtreynolds,Drama,"robberi husband wife relationship 1970s custody battl rags to rich coming of ag los angeles, california drug voyeur mother son relationship",boogie,"Drama robberi husband wife relationship 1970s custody battl rags to rich coming of ag los angeles, california drug voyeur mother son relationship markwahlberg juliannemoore burtreynolds paulthomasanderson"
638597,miguelarteta,jennifergarner,edgarramírez,jennaortega,Comedy Family,,yes day,Comedy Family  jennifergarner edgarramírez jennaortega miguelarteta
635012,stephenbasilone,finnwittrock,zoechao,damonwayansjr.,Romance Comedy,,long weekend,Romance Comedy  finnwittrock zoechao damonwayansjr. stephenbasilone
681887,edwarddrake,brucewillis,adelaidekane,frankgrillo,Action Adventure Science Fiction,future war human vs alien alien attack,cosmic sin,Action Adventure Science Fiction future war human vs alien alien attack brucewillis adelaidekane frankgrillo edwarddrake
795230,briandecubellis,victoriajustice,matthewdaddario,katherinemcnamara,Romance Drama,,trust,Romance Drama  victoriajustice matthewdaddario katherinemcnamara briandecubellis
791373,zacksnyder,benaffleck,henrycavill,galgadot,Action Adventure Fantasy Science Fiction,superhero based on com superhero team dc extended univers superhero teamup,zack snyder's justice league,Action Adventure Fantasy Science Fiction superhero based on com superhero team dc extended univers superhero teamup benaffleck henrycavill galgadot zacksnyder
522241,dominiccooke,benedictcumberbatch,merabninidze,rachelbrosnahan,Thriller History Drama Action,based on true stori mi6,the courier,Thriller History Drama Action based on true stori mi6 benedictcumberbatch merabninidze rachelbrosnahan dominiccooke
433501,bradfurman,johnnydepp,forestwhitaker,tobyhuss,Crime Thriller Drama,"based on novel or book based on true stori los angeles, california",city of lies,"Crime Thriller Drama based on novel or book based on true stori los angeles, california johnnydepp forestwhitaker tobyhuss bradfurman"
673319,bendavidgrabinski,kerrybishé,joelmchale,almadrigal,Comedy Romance Thriller,,happily,Comedy Romance Thriller  kerrybishé joelmchale almadrigal bendavidgrabinski
615457,ilyanaishuller,bobodenkirk,connienielsen,christopherlloyd,Action Crime Thriller,assassin home invas famili duringcreditssting,nobody,Action Crime Thriller assassin home invas famili duringcreditssting bobodenkirk connienielsen christopherlloyd ilyanaishuller
578908,kitaosakurai,ericandré,lilrelhowery,tiffanyhaddish,Comedy,road trip antholog,bad trip,Comedy road trip antholog ericandré lilrelhowery tiffanyhaddish kitaosakurai
645856,justinp.lange,guypearce,vadhirderbez,bradyjenness,Horror,demon demonic possess,the seventh day,Horror demon demonic possess guypearce vadhirderbez bradyjenness justinp.lange
762888,giorgioserafini,williamshatner,jeansmart,donmcmanus,Comedy Romance,,senior moment,Comedy Romance  williamshatner jeansmart donmcmanus giorgioserafini
399566,adamwingard,alexanderskarsgård,milliebobbybrown,rebeccahall,Action Fantasy Science Fiction,giant monst kaiju sign languag,godzilla vs. kong,Action Fantasy Science Fiction giant monst kaiju sign languag alexanderskarsgård milliebobbybrown rebeccahall adamwingard
621954,rickystaub,idriselba,calebmclaughlin,jharreljerome,Drama Western,,concrete cowboy,Drama Western  idriselba calebmclaughlin jharreljerome rickystaub
632357,evanspiliotopoulos,jeffreydeanmorgan,cricketbrown,williamsadler,Horror Mystery,demon religious horror,the unholy,Horror Mystery demon religious horror jeffreydeanmorgan cricketbrown williamsadler evanspiliotopoulos
803923,vaughnstein,caseyaffleck,michellemonaghan,samclaflin,Thriller,,every breath you take,Thriller  caseyaffleck michellemonaghan samclaflin vaughnstein
664300,emmaseligman,rachelsennott,mollygordon,pollydraper,Comedy Drama,new york c parent child relationship jewish lif coming of ag lgbt woman director college stud,shiva baby,Comedy Drama new york c parent child relationship jewish lif coming of ag lgbt woman director college stud rachelsennott mollygordon pollydraper emmaseligman
805195,richcorrell,mirasorvino,austynjohnson,kevinsorbo,Family Drama,,the girl who believes in miracles,Family Drama  mirasorvino austynjohnson kevinsorbo richcorrell
4012,henrybean,ryangosling,summerphoenix,theresarussell,Drama,new york c world war ii jewish lif psychopath judaism,the believer,Drama new york c world war ii jewish lif psychopath judaism ryangosling summerphoenix theresarussell henrybean
786584,brucewemple,annashields,chriscimperman,francescaanderson,Horror Thriller,,dawn of the beast,Horror Thriller  annashields chriscimperman francescaanderson brucewemple
597890,neilburger,tyesheridan,lily-rosedepp,fionnwhitehead,Science Fiction Thriller,space sexual tens,voyagers,Science Fiction Thriller space sexual tens tyesheridan lily-rosedepp fionnwhitehead neilburger
615678,benfalcone,melissamccarthy,octaviaspencer,jasonbateman,Action Adventure Comedy Science Fiction,superhero,thunder force,Action Adventure Comedy Science Fiction superhero melissamccarthy octaviaspencer jasonbateman benfalcone
763568,ryancrego,michaelj.woodard,marylambert,anniepotts,Animation Comedy Family,music,arlo the alligator boy,Animation Comedy Family music michaelj.woodard marylambert anniepotts ryancrego
550524,argyrispapadimitropoulos,sebastianstan,denisegough,dominiquetipper,Drama Romance,,monday,Drama Romance  sebastianstan denisegough dominiquetipper argyrispapadimitropoulos
748853,benwheatley,joelfry,elloratorchia,hayleysquires,Horror Science Fiction Thriller,forest,in the earth,Horror Science Fiction Thriller forest joelfry elloratorchia hayleysquires benwheatley
999205,declanwhitebloom,rubyrose,patrickschwarzenegger,frankgrillo,Thriller Action,,stowaway,Thriller Action  rubyrose patrickschwarzenegger frankgrillo declanwhitebloom
460465,simonmcquoid,lewistan,jessicamcnamee,joshlawson,Action Fantasy Adventure,magic based on video gam,mortal kombat,Action Fantasy Adventure magic based on video gam lewistan jessicamcnamee joshlawson simonmcquoid
501929,michaelrianda,abbijacobson,dannymcbride,mayarudolph,Animation Adventure Comedy,man vs machin family relationship father daughter conflict,the mitchells vs. the machines,Animation Adventure Comedy man vs machin family relationship father daughter conflict abbijacobson dannymcbride mayarudolph michaelrianda
804435,georgegallo,rubyrose,morganfreeman,patrickmuldoon,Action Crime Thriller,polic,vanquish,Action Crime Thriller polic rubyrose morganfreeman patrickmuldoon georgegallo
776515,nikolebeckwith,edhelms,pattiharrison,rosalindchao,Comedy,woman director,together together,Comedy woman director edhelms pattiharrison rosalindchao nikolebeckwith
680319,jeffrosenberg,ayacash,williamjacksonharper,sarahbolger,Romance Comedy,,we broke up,Romance Comedy  ayacash williamjacksonharper sarahbolger jeffrosenberg
674564,chadferrin,johannurb,kellimaroney,robertrhine,Horror Science Fiction,,the deep ones,Horror Science Fiction  johannurb kellimaroney robertrhine chadferrin
631060,sharispringerberman,amandaseyfried,jamesnorton,nataliadyer,Horror,based on novel or book ghost 1980s toxic masculin,things heard & seen,Horror based on novel or book ghost 1980s toxic masculin amandaseyfried jamesnorton nataliadyer sharispringerberman
567189,stefanosollima,michaelb.jordan,jamiebell,guypearce,Action Thriller,duringcreditssting,without remorse,Action Thriller duringcreditssting michaelb.jordan jamiebell guypearce stefanosollima
808023,nickstagliano,anthonyhopkins,ansonmount,abbiecornish,Thriller Crime,,the virtuoso,Thriller Crime  anthonyhopkins ansonmount abbiecornish nickstagliano
641960,rodrigogarcía,glennclose,milakunis,stephenroot,Drama,drug addict mother daughter relationship,four good days,Drama drug addict mother daughter relationship glennclose milakunis stephenroot rodrigogarcía
760195,williambrentbell,briancox,rupertfriend,madelinebrewer,Horror Drama,custody battl supernatur grief car accid ghost grieving fath,separation,Horror Drama custody battl supernatur grief car accid ghost grieving fath briancox rupertfriend madelinebrewer williambrentbell
810271,taylorchien,biancahaase,brocko'hurn,michaelvlamis,Horror,hawaii security guard ghost,the resort,Horror hawaii security guard ghost biancahaase brocko'hurn michaelvlamis taylorchien
637649,guyritchie,jasonstatham,holtmccallany,joshhartnett,Action Crime Thriller,"robberi crime boss reveng thriller shootout los angeles, california theft security guard ex soldi",wrath of man,"Action Crime Thriller robberi crime boss reveng thriller shootout los angeles, california theft security guard ex soldi jasonstatham holtmccallany joshhartnett guyritchie"
335795,toddholland,miiaharris,cecibalagot,nayahdamasen,Family Fantasy Comedy Adventure Music TV Movie,monster music high school based on toy werewolf,monster,Family Fantasy Comedy Adventure Music TV Movie monster music high school based on toy werewolf miiaharris cecibalagot nayahdamasen toddholland
731738,quocbaotran,alainuy,ronyuan,mykelshannonjenkins,Action Comedy,,the paper tigers,Action Comedy  alainuy ronyuan mykelshannonjenkins quocbaotran
557950,giacoppola,andrewgarfield,mayahawke,natwolff,Comedy Drama,love triangl suicid satir woman director social media influenc,mainstream,Comedy Drama love triangl suicid satir woman director social media influenc andrewgarfield mayahawke natwolff giacoppola
346687,davidoyelowo,davidoyelowo,amiahmiller,lonniechavis,Adventure,,the water man,Adventure  davidoyelowo amiahmiller lonniechavis davidoyelowo
711475,billycrystal,billycrystal,tiffanyhaddish,pennbadgley,Comedy Drama,,here today,Comedy Drama  billycrystal tiffanyhaddish pennbadgley billycrystal
421473,phillipnoyce,emiliaclarke,jackhuston,johnnyknoxville,Thriller Crime,based on true stori,above suspicion,Thriller Crime based on true stori emiliaclarke jackhuston johnnyknoxville phillipnoyce
750600,ivoraza,keliprice,davidlipper,davidkoechner,Comedy,,reboot camp,Comedy  keliprice davidlipper davidkoechner ivoraza
647302,karlholt,karlholt,clairecatwright,georgecollie,Horror Comedy,,benny loves you,Horror Comedy  karlholt clairecatwright georgecollie karlholt
18561,richardshepard,mauratierney,adrienbrody,jamesnaughton,Crime Drama Mystery Thriller,"new york c miami, florida kidnap pay phon theft police st",oxygen,"Crime Drama Mystery Thriller new york c miami, florida kidnap pay phon theft police st mauratierney adrienbrody jamesnaughton richardshepard"
503736,zacksnyder,davebautista,ellapurnell,omarihardwick,Action Crime Horror Thriller,casino safe heist apocalyps zombi safecrack zombie apocalyps father daughter conflict father daughter relationship,army of the dead,Action Crime Horror Thriller casino safe heist apocalyps zombi safecrack zombie apocalyps father daughter conflict father daughter relationship davebautista ellapurnell omarihardwick zacksnyder
578701,taylorsheridan,angelinajolie,finnlittle,jonbernthal,Thriller Action,assassin based on novel or book neo-western wildfir,those who wish me dead,Thriller Action assassin based on novel or book neo-western wildfir angelinajolie finnlittle jonbernthal taylorsheridan
520663,joewright,amyadams,garyoldman,fredhechinger,Drama Crime Mystery Thriller,new york c based on novel or book murder neighbor car accid death mental il,the woman in the window,Drama Crime Mystery Thriller new york c based on novel or book murder neighbor car accid death mental il amyadams garyoldman fredhechinger joewright
602734,darrenlynnbousman,chrisrock,samuell.jackson,maxminghella,Horror Crime Mystery,polic sequel murder father son relationship,spiral,Horror Crime Mystery polic sequel murder father son relationship chrisrock samuell.jackson maxminghella darrenlynnbousman
339395,christophwaltz,christophwaltz,annettebening,vanessaredgrave,Crime Drama,,georgetown,Crime Drama  christophwaltz annettebening vanessaredgrave christophwaltz
769749,brianbaugh,rosereid,jedidiahgoodacre,katherinemcnamara,Romance Drama,grief ireland christian film,finding you,Romance Drama grief ireland christian film rosereid jedidiahgoodacre katherinemcnamara brianbaugh
653712,robertmachoian,claynecrawford,sepidehmoafi,chriscoy,Drama Thriller,parent,the killing of two lovers,Drama Thriller parent claynecrawford sepidehmoafi chriscoy robertmachoian
738057,danteyore,ericroberts,jasminewaltz,jessicachancellor,Horror Action,,616 wilford lane,Horror Action  ericroberts jasminewaltz jessicachancellor danteyore
603206,euroslyn,tonicollette,owenteale,damianlewis,Comedy Drama,hors sport based on true stori,dream horse,Comedy Drama hors sport based on true stori tonicollette owenteale damianlewis euroslyn
653659,estebanarango,moisésarias,mateoarias,danieldaekim,Drama,,blast beat,Drama  moisésarias mateoarias danieldaekim estebanarango
520763,johnkrasinski,emilyblunt,cillianmurphy,millicentsimmonds,Science Fiction Thriller Horror,post-apocalyptic futur alien life-form sequel alien psychological thril creatur alien invas survival horror human vs alien sign languag alien attack,a quiet place part ii,Science Fiction Thriller Horror post-apocalyptic futur alien life-form sequel alien psychological thril creatur alien invas survival horror human vs alien sign languag alien attack emilyblunt cillianmurphy millicentsimmonds johnkrasinski
337404,craiggillespie,emmastone,emmathompson,joelfry,Comedy Crime,1970s anti hero villain fashion design fashion origin stori,cruella,Comedy Crime 1970s anti hero villain fashion design fashion origin stori emmastone emmathompson joelfry craiggillespie
44282,marcoberger,manuelvignau,damiáncanduci,arielnuñezdicroce,Comedy Drama Romance,gay,plan b,Comedy Drama Romance gay manuelvignau damiáncanduci arielnuñezdicroce marcoberger
597593,michaelbarnett,mackbeggs,sarahrosehuckman,andrayayearwood,Documentary,,changing the game,Documentary  mackbeggs sarahrosehuckman andrayayearwood michaelbarnett
637693,elainebogan,isabelamerced,juliannemoore,marsaimartin,Animation Adventure Family Western,hors female protagonist anim reboot,spirit untamed,Animation Adventure Family Western hors female protagonist anim reboot isabelamerced juliannemoore marsaimartin elainebogan
423108,michaelchaves,patrickwilson,verafarmiga,ruairío'connor,Horror Mystery Thriller,exorc supernatur sequel 1980s religious horror,the conjuring: the devil made me do it,Horror Mystery Thriller exorc supernatur sequel 1980s religious horror patrickwilson verafarmiga ruairío'connor michaelchaves
514995,nabilelderkin,kelvinharrisonjr.,jacoblatimore,charlieplummer,Drama Crime,,gully,Drama Crime  kelvinharrisonjr. jacoblatimore charlieplummer nabilelderkin
522406,christophermacbride,dylano'brien,hannahgross,emorycohen,Thriller,time travel mysteri journey,flashback,Thriller time travel mysteri journey dylano'brien hannahgross emorycohen christophermacbride
813858,toddrandall,milogibson,laurencefishburne,abigailhawk,Drama,,under the stadium lights,Drama  milogibson laurencefishburne abigailhawk toddrandall
347616,sebastiansiegel,menasuvari,stuarttownsend,francesfisher,Drama Comedy Romance,biographi,grace and grit,Drama Comedy Romance biographi menasuvari stuarttownsend francesfisher sebastiansiegel
615658,markraso,ginarodriguez,arianagreenblatt,luciushoyos,Drama Science Fiction Thriller,apocalyps sleep depriv,awake,Drama Science Fiction Thriller apocalyps sleep depriv ginarodriguez arianagreenblatt luciushoyos markraso
467909,jonm.chu,anthonyramos,coreyhawkins,lesliegrace,Drama Music Romance,based on play or mus aftercreditssting,in the heights,Drama Music Romance based on play or mus aftercreditssting anthonyramos coreyhawkins lesliegrace jonm.chu
581726,antoinefuqua,markwahlberg,chiwetelejiofor,sophiecookson,Science Fiction Action Thriller,based on novel or book reincarn,infinite,Science Fiction Action Thriller based on novel or book reincarn markwahlberg chiwetelejiofor sophiecookson antoinefuqua
522478,willgluck,jamescorden,rosebyrne,domhnallgleeson,Family Comedy Adventure Animation Fantasy,,peter rabbit 2: the runaway,Family Comedy Adventure Animation Fantasy  jamescorden rosebyrne domhnallgleeson willgluck
